Sr.No,Round,Institute,PG Program,Group,Category,Max GATE Score,Min GATE Score
296,Round 1,Motilal Nehru National Institute of Technology Allahabad,Geotechnical Engineering,G1,OBC-NCL,378,370
297,Round 1,Motilal Nehru National Institute of Technology Allahabad,Information Security,G1,OBC-NCL,655,639
298,Round 1,Motilal Nehru National Institute of Technology Allahabad,Microelectronics & VLSI Design,G1,OBC-NCL,608,596
299,Round 1,Motilal Nehru National Institute of Technology Allahabad,Power Electronics & Drives,G1,OPEN,527,460
300,Round 1,Motilal Nehru National Institute of Technology Allahabad,Signal Processing,G1,EWS,496,488
301,Round 1,Motilal Nehru National Institute of Technology Allahabad,Structural Engineering,G1,EWS,445,430
302,Round 1,Motilal Nehru National Institute of Technology Allahabad,Transportation Engineering,G1,OBC-NCL,408,378
303,Round 1,Motilal Nehru National Institute of Technology Allahabad,Thermal Engineering,G2,OBC-NCL,345,321
304,Round 1,National Institute of Technology Agartala,Cyber Security,G1,ST,264,264
305,Round 1,National Institute of Technology Agartala,Artificial Intelligence,G1,OPEN,597,538
306,Round 1,National Institute of Technology Agartala,Chemical Engineering,G1,OBC-NCL,330,304
307,Round 1,National Institute of Technology Agartala,Instrumentation Engineering,G1,EWS,323,323
308,Round 1,National Institute of Technology Calicut,Electronics Design & Technology,G1,EWS,565,557
309,Round 1,National Institute of Technology Calicut,Environmental Engineering,G1,OBC-NCL,404,397
310,Round 1,National Institute of Technology Calicut,Geotechnical Engineering,G1,SC,337,309
311,Round 1,National Institute of Technology Calicut,Industrial Engineering & Management,G1,OPEN,572,494
312,Round 1,National Institute of Technology Calicut,Offshore Structures,G1,OBC-NCL,416,397
313,Round 1,National Institute of Technology Calicut,Telecommunication,G1,ST,311,311
314,Round 1,National Institute of Technology Calicut,Computer Science & Engineering,G1,OPEN,743,731
315,Round 1,National Institute of Technology Delhi,Electronics and Communication Engineering,G1,SC,393,393
316,Round 1,National Institute of Technology Delhi,Electronics and Communication Engineering with specialisation in VLSI,G1,SC,401,401
317,Round 1,National Institute of Technology Delhi,Computer Science & Engineering,G1,OPEN,741,668
318,Round 1,"National Institute of Technology Karnataka, Surathkal",Materials Engineering,G1,SC,279,232
319,Round 1,"National Institute of Technology Karnataka, Surathkal",Power & Energy Systems,G1,SC,385,374
320,Round 1,"National Institute of Technology Karnataka, Surathkal",Signal Processing and Machine Learning,G2,SC,385,366
321,Round 1,"National Institute of Technology Karnataka, Surathkal",Structural Engineering,G1,EWS,490,469
322,Round 1,"National Institute of Technology Karnataka, Surathkal",Water Resources Engineering & Management,G1,SC,325,317
323,Round 1,"National Institute of Technology Karnataka, Surathkal",Computer Science & Engineering,G1,ST,560,473
324,Round 1,National Institute of Technology Nagaland,VLSI Systems,G1,OBC-NCL,370,362
325,Round 1,National Institute of Technology Nagaland,Computer Science & Engineering,G1,EWS,452,452
326,Round 1,National Institute of Technology Patna,Intelligent Transport System,G1,OBC-NCL,342,332
327,Round 1,National Institute of Technology Patna,Control System Engineering,G1,SC,287,287
328,Round 1,National Institute of Technology Patna,Data Science & Engineering,G1,OBC-NCL,539,526
329,Round 1,National Institute of Technology Patna,Microelectronics and VLSI System Design,G1,OBC-NCL,471,444
330,Round 1,National Institute of Technology Puducherry,Computer Science & Engineering,G1,OBC-NCL,575,539
331,Round 1,National Institute of Technology Raipur,M.Tech in Power System & Power Electronics,G2,OPEN,370,367
332,Round 1,National Institute of Technology Raipur,Medical Devices with a specialization in Critical Care and IVD,G3,OBC-NCL,392,387
333,Round 1,National Institute of Technology Raipur,Energy and Environment,G1,OPEN,495,364
334,Round 1,National Institute of Technology Raipur,Information Technology,G1,EWS,552,552
335,Round 1,National Institute of Technology Raipur,Information Technology,G3,OBC-NCL,511,511
336,Round 1,National Institute of Technology Raipur,Information Technology,G3,OPEN,582,582
337,Round 1,National Institute of Technology Raipur,Thermal Engineering,G1,OBC-NCL,335,314
338,Round 1,National Institute of Technology Raipur,Water Resources Development & Irrigation Engineering,G1,SC,291,262
339,Round 1,National Institute of Technology Sikkim,M.Tech in Artificial Intelligence and Machine Learning,G1,OPEN,635,535
340,Round 1,National Institute of Technology Sikkim,M.Tech in Communication and Signal Processing,G1,SC,334,334
341,Round 1,National Institute of Technology Arunachal Pradesh,Structural Engineering,G1,SC,265,245
342,Round 1,National Institute of Technology Arunachal Pradesh,Computer Science & Engineering,G1,EWS,446,443
343,Round 1,"National Institute of Technology, Jamshedpur",VLSI and Embedded Systems Engineering,G1,EWS,487,487
344,Round 1,"National Institute of Technology, Jamshedpur",Energy Systems Engineering,G1,ST,244,244
345,Round 1,"National Institute of Technology, Jamshedpur",Machine Design,G1,SC,200,200
346,Round 1,"National Institute of Technology, Jamshedpur",Power Systems Engineering,G1,OBC-NCL,358,350
347,Round 1,"National Institute of Technology, Kurukshetra",Machine Design Engineering,G1,EWS,387,387
348,Round 1,"National Institute of Technology, Kurukshetra",Thermal & Fluids Engineering,G1,OPEN,542,384
349,Round 1,"National Institute of Technology, Kurukshetra",Embedded System Design,G1,SC,365,354
350,Round 1,"National Institute of Technology, Manipur",Communication & Signal Processing,G1,OPEN,366,350
351,Round 1,"National Institute of Technology, Manipur",Structural Engineering,G1,SC,253,249
352,Round 1,"National Institute of Technology, Manipur",VLSI Design & Embedded Systems,G1,OPEN,424,395
353,Round 1,"National Institute of Technology, Manipur",Computer Science & Engineering,G1,EWS,463,463
354,Round 1,"National Institute of Technology, Rourkela",Mechanical Systems Design and Control,G3,SC,390,328
355,Round 1,"National Institute of Technology, Rourkela",Manufacturing and Automation Engineering,G2,SC,315,315
356,Round 1,"National Institute of Technology, Rourkela",Manufacturing and Automation Engineering,G3,EWS,328,328
357,Round 1,"National Institute of Technology, Rourkela",Chemical Engineering,G1,ST,242,242
358,Round 1,"National Institute of Technology, Rourkela",Chemical Engineering,G2,OPEN,502,502
359,Round 1,"National Institute of Technology, Rourkela",Construction Technology and Management,G1,OPEN,518,469
360,Round 1,"National Institute of Technology, Rourkela",Communication & Networks,G1,OBC-NCL,577,522
361,Round 1,"National Institute of Technology, Rourkela",Energy and Environmental Engineering,G3,OBC-NCL,370,359
362,Round 1,"National Institute of Technology, Rourkela",Electronics and Instrumentation Engineering,G1,EWS,514,502
363,Round 1,"National Institute of Technology, Rourkela",Food Process Engineering,G1,OPEN,613,458
364,Round 1,National Institute of Technology Delhi,Computer Science & Engineering (Analytics),G1,OBC-NCL,625,618
365,Round 1,National Institute of Technology Durgapur,Geotechnical Engineering,G1,OBC-NCL,344,321
366,Round 1,National Institute of Technology Durgapur,Machine Design,G1,OPEN,449,425
367,Round 1,National Institute of Technology Durgapur,Structural Engineering,G1,ST,258,243
368,Round 1,National Institute of Technology Durgapur,Computer Science & Engineering,G1,OPEN,681,627
369,Round 1,National Institute of Technology Durgapur,Electrical Engineering (Instrumentation and Control),G1,SC,306,291
370,Round 1,National Institute of Technology Durgapur,Artificial Intelligence & Data Science,G1,OPEN,677,628
371,Round 1,National Institute of Technology Goa,Power Electronics & Power Systems,G1,OPEN,452,382
372,Round 1,National Institute of Technology Goa,Computer Science & Engineering,G1,SC,427,424
373,Round 1,National Institute of Technology Hamirpur,Civil Engineering (Geotechnical),G1,SC,291,279
374,Round 1,National Institute of Technology Hamirpur,Civil Engineering (Transportation),G1,OBC-NCL,329,317
375,Round 1,National Institute of Technology Hamirpur,Chemical Engineering,G1,OPEN,396,356
376,Round 1,National Institute of Technology Hamirpur,Computer Science & Engineering (Artificial Intelligence),G1,SC,510,446
377,Round 1,"National Institute of Technology Karnataka, Surathkal",Construction Technology and Management,G1,EWS,464,445
378,Round 1,"National Institute of Technology Karnataka, Surathkal",Environmental Science & Technology,G1,EWS,311,311
379,Round 1,"National Institute of Technology Karnataka, Surathkal",Industrial Biotechnology,G1,EWS,461,435
380,Round 1,"National Institute of Technology Karnataka, Surathkal",MTech in Materials Process Technology,G1,SC,228,224
381,Round 1,"National Institute of Technology Karnataka, Surathkal",Marine Structures,G1,ST,284,275
382,Round 1,National Institute of Technology Raipur,VLSI & Embedded Systems,G1,OPEN,525,496
383,Round 1,National Institute of Technology Raipur,Water Resources Development & Irrigation Engineering,G1,OPEN,451,359
384,Round 1,National Institute of Technology Sikkim,M.Tech in Electrical Engineering (Power Electronics and Drives),G1,OBC-NCL,350,338
385,Round 1,"National Institute of Technology, Jamshedpur",Corrosion Science and Coating Technology,G1,SC,252,247
386,Round 1,"National Institute of Technology, Jamshedpur",Data Science and Engineering,G1,OBC-NCL,556,543
387,Round 1,"National Institute of Technology, Jamshedpur",Defence Technology- Combat Vehicle Engineering,G1,OBC-NCL,335,320
388,Round 1,"National Institute of Technology, Jamshedpur",Structural Engineering,G1,OBC-NCL,355,348
389,Round 1,"National Institute of Technology, Kurukshetra",Power Electronics & Drives,G1,OBC-NCL,409,393
390,Round 1,"National Institute of Technology, Kurukshetra",Renewable Energy Systems,G1,OPEN,488,393
391,Round 1,"National Institute of Technology, Kurukshetra",Power System,G1,OPEN,397,374
392,Round 1,"National Institute of Technology, Kurukshetra",Embedded System Design,G1,OBC-NCL,518,479
393,Round 1,"National Institute of Technology, Manipur",VLSI Design & Embedded Systems,G1,EWS,370,370
394,Round 1,"National Institute of Technology, Manipur",Computer Science & Engineering,G1,OBC-NCL,477,430
395,Round 1,National Institute of Technology Mizoram,Microelectronics and VLSI System Design,G1,EWS,397,397
396,Round 1,"National Institute of Technology, Rourkela",Mechanical Systems Design and Control,G2,SC,449,449
397,Round 1,"National Institute of Technology, Rourkela",Biotechnology,G1,SC,350,304
398,Round 1,"National Institute of Technology, Rourkela",Chemical Engineering,G3,OPEN,538,538
399,Round 1,"National Institute of Technology, Rourkela",Construction Technology and Management,G1,EWS,442,442
400,Round 1,"National Institute of Technology, Rourkela",Communication & Networks,G1,EWS,533,512
401,Round 1,"National Institute of Technology, Rourkela",Electronic Systems & Communication,G1,OPEN,634,551
402,Round 1,"National Institute of Technology, Rourkela",Electronics and Instrumentation Engineering,G1,OPEN,573,534
403,Round 1,"National Institute of Technology, Rourkela",Industrial Ceramics,G2,OBC-NCL,348,348
404,Round 1,"National Institute of Technology, Rourkela",Industrial Design,G1,OBC-NCL,425,425
405,Round 1,"National Institute of Technology, Rourkela",Mining Engineering,G2,OPEN,466,457
406,Round 1,"National Institute of Technology, Rourkela",Power Electronics & Drives,G1,EWS,488,484
407,Round 1,"National Institute of Technology, Rourkela",Software Engineering,G1,EWS,671,664
408,Round 1,"National Institute of Technology, Rourkela",Transportation Engineering,G1,ST,363,363
409,Round 1,"National Institute of Technology, Rourkela",Geo-technical Engineering,G1,ST,314,312
410,Round 1,"National Institute of Technology, Rourkela",VLSI Design & Embedded Systems,G1,EWS,651,645
411,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Mathematics and Computing,G1,EWS,539,526
412,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Artificial Intelligence,G1,ST,344,335
413,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Biotechnology,G1,SC,285,278
414,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Data Analytics,G1,SC,423,397
415,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial Engineering and Data Analytics,G1,OBC-NCL,483,463
416,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Signal Processing and Machine Learning,G1,OBC-NCL,424,401
417,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Structural and Construction Engineering,G1,OBC-NCL,348,321
418,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",VLSI Design,G1,ST,311,291
419,Round 1,Malaviya National Institute of Technology Jaipur,Computer Science & Information Security,G1,OPEN,688,652
420,Round 1,Malaviya National Institute of Technology Jaipur,Embedded Systems,G1,SC,377,338
421,Round 1,Malaviya National Institute of Technology Jaipur,Industrial Engineering,G1,SC,318,318
422,Round 1,Malaviya National Institute of Technology Jaipur,Power Electronics & Drives,G1,OBC-NCL,425,389
423,Round 1,Malaviya National Institute of Technology Jaipur,Thermal Engineering,G1,OBC-NCL,375,318
424,Round 1,Malaviya National Institute of Technology Jaipur,Urban Planning,G1,OPEN,558,537
425,Round 1,Malaviya National Institute of Technology Jaipur,VLSI Design,G2,SC,405,405
426,Round 1,Maulana Azad National Institute of Technology Bhopal,M Plan (Real Estate Planning),G1,OPEN,587,468
427,Round 1,Maulana Azad National Institute of Technology Bhopal,Bioinformatics,G1,OBC-NCL,422,383
428,Round 1,Maulana Azad National Institute of Technology Bhopal,Information Security,G1,OBC-NCL,585,552
429,Round 1,Maulana Azad National Institute of Technology Bhopal,Renewable Energy,G1,OBC-NCL,366,350
430,Round 1,Maulana Azad National Institute of Technology Bhopal,Structural Engineering,G1,SC,303,294
