Sr.No,Round,Institute,PG Program,Group,Category,Max GATE Score,Min GATE Score
1932,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Sustainable Energy Technology and Development,G1,OPEN,411,368
1933,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Microelectronics & VLSI Design,G1,OBC-NCL,463,432
1934,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Power & Energy Systems,G1,OPEN,421,354
1935,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Urban & Regional Planning,G1,ST,328,328
1936,Round 1,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Autonomous Systems and Machine Intelligence,G1,EWS,526,526
1937,Round 1,"National Institute of Technology, Rourkela",VLSI Design & Embedded Systems,G1,ST,424,413
1938,Round 1,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Dual Degree Program M.Tech. (CSE) + Ph.D. in CSE,G1,OBC-NCL,448,448
1939,Round 1,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Dual Degree Program M.Tech. (IT) + Ph.D. in IT,G1,OBC-NCL,444,444
1940,Round 1,"Indian Institute of Information Technology, Allahabad",M.Tech. ECE with specialization in Communication Engineering,G1,OBC-NCL,417,385
1941,Round 1,"Indian Institute of Information Technology, Allahabad",M.Tech. IT with specialization in Software and Data Engineering Group,G1,OBC-NCL,664,628
1942,Round 1,"Indian Institute of Information Technology, Allahabad",Dual Degree M.Tech. - Ph.D in IT with specialization in Software and Data Engineering Group,G1,OBC-NCL,506,506
1943,Round 1,"Indian Institute of Information Technology, Allahabad",M.Tech. Biomedical Engineering,G1,OPEN,526,461
1944,Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Electronics and Communication Engineering with Specialization in RF and Microwave Engineering,G1,OBC-NCL,370,350
1945,Round 1,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Nanoelectronics and VLSI Design,G1,OPEN,475,448
1946,Round 1,"Indian Institute of Information Technology , Kalyani",VLSI & Embedded Systems,G1,OPEN,420,364
1947,Round 1,"Indian Institute of Information Technology, Design and Manufacturing, Kurnool",VLSI & Embedded Systems,G1,OBC-NCL,393,358
1948,Round 1,"Indian Institute of Information Technology, Design and Manufacturing, Kurnool",Computer Science & Engineering,G1,ST,281,281
1949,Round 1,"Indian Institute of Information Technology, Pune",Electronics and Communication Engineering,G1,OPEN,506,456
1950,Round 1,"Indian Institute of Information Technology, Vadodara, Gandhinagar Campus",Artificial Intelligence,G1,OBC-NCL,506,477
1951,Round 1,"Indian Institute of Information Technology, Vadodara, Gandhinagar Campus",Artificial Intelligence,G1,OPEN,595,539
1952,Round 1,"National Institute of Electronics and Information Technology, Aurangabad",Embedded System and VLSI Design,G1,SC,276,276
1953,Round 1,"National Institute of Advanced manufacturing Technology, Hatia, Ranchi",Environment Engineering,G1,OPEN,355,355
1954,Round 1,University of Hyderabad,Artificial Intelligence,G1,OBC-NCL,470,456
1955,Round 1,"Punjab Engineering College, Chandigarh",Quantum Materials & Technology,G1,SC,260,249
1956,Round 1,"Punjab Engineering College, Chandigarh",Environmental Engineering,G1,OPEN,461,383
1957,Round 1,"International Institute of Information Technology, Bhubaneswar",Computer Science & Engineering,G1,OBC-NCL,498,479
1958,Round 1,"National Institute of Technology, Silchar",Control & Industrial Automation,G1,EWS,345,330
1959,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (Defence and Space Electronics),G1,ST,231,231
1960,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (Semiconductor Chip Design),G1,OPEN,539,459
1961,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (VLSI and Embedded System),G1,OBC-NCL,452,440
1962,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Mechanical Engineering (Marine Engineering),G1,OBC-NCL,328,328
1963,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Renewable Energy,G1,OPEN,495,373
1964,Round 1,"Central University of Punjab, Bathinda, Punjab",Computer Science & Technology,G1,EWS,387,381
1965,Round 1,"Guru Ghasidas Vishwavidyalaya, Bilaspur",Electronics and Communication Engineering,G1,SC,276,276
1966,Round 1,"Guru Ghasidas Vishwavidyalaya, Bilaspur",Information Technology,G1,EWS,393,393
1967,Round 1,"Guru Ghasidas Vishwavidyalaya, Bilaspur",Structural Engineering,G1,OPEN,435,356
1968,Round 1,"Institute of Infrastructure, Technology, Research And Management, Ahmedabad",Mechanical Engineering,G1,SC,228,228
1969,Round 1,"National Institute of Technology, Kurukshetra",Transportation Engineering,G1,SC,303,292
1970,Round 1,"National Institute of Technology, Kurukshetra",Computer Engineering,G1,EWS,608,598
1971,Round 1,"National Institute of Technology, Manipur",Communication & Signal Processing,G1,OBC-NCL,330,330
1972,Round 1,"National Institute of Technology, Manipur",Structural Engineering,G1,OPEN,419,419
1973,Round 1,"National Institute of Technology, Manipur",VLSI Design & Embedded Systems,G1,OBC-NCL,389,358
1974,Round 1,National Institute of Technology Mizoram,Microelectronics and VLSI System Design,G1,OPEN,440,397
1975,Round 1,National Institute of Technology Mizoram,Computer Science & Engineering,G1,OPEN,502,483
1976,Round 1,"National Institute of Technology, Rourkela",Manufacturing and Automation Engineering,G3,SC,302,273
1977,Round 1,"National Institute of Technology, Rourkela",Control & Automation,G1,OPEN,552,463
1978,Round 1,"National Institute of Technology, Rourkela",Energy and Environmental Engineering,G2,OBC-NCL,389,382
1979,Round 1,"National Institute of Technology, Rourkela",Environmental Engineering,G1,EWS,340,340
1980,Round 1,"National Institute of Technology, Rourkela",Metallurgical & Materials Engineering,G4,SC,217,217
1981,Round 1,"National Institute of Technology, Silchar",RF and Terahertz Communications,G1,SC,300,280
1982,Round 1,"National Institute of Technology, Silchar",Renewable Energy,G1,OBC-NCL,340,335
1983,Round 1,"National Institute of Technology, Silchar",Structural Engineering,G1,SC,291,279
1984,Round 1,"National Institute of Technology, Silchar",Transportation Engineering,G1,OBC-NCL,344,332
1985,Round 1,"National Institute of Technology, Srinagar",Power Electronics & Electrical Drives,G1,OBC-NCL,338,322
1986,Round 1,"National Institute of Technology, Srinagar",Microelectronics,G1,SC,307,290
1987,Round 1,"National Institute of Technology, Tiruchirappalli",Chemical Engineering,G1,OPEN,618,454
1988,Round 1,"National Institute of Technology, Tiruchirappalli",Communication Systems,G1,OPEN-PwD,272,272
1989,Round 1,"National Institute of Technology, Tiruchirappalli",Energy Efficient & Sustainable Architecture,G1,EWS,395,350
1990,Round 1,"National Institute of Technology, Tiruchirappalli",Industrial Safety Engineering,G1,SC,369,334
1991,Round 1,"National Institute of Technology, Tiruchirappalli",Industrial Engineering & Management,G1,EWS,553,525
1992,Round 1,"National Institute of Technology, Tiruchirappalli",Industrial Metallurgy,G1,OPEN,438,387
1993,Round 1,"National Institute of Technology, Tiruchirappalli",Process Control and Instrumentation,G1,EWS,492,476
1994,Round 1,"National Institute of Technology, Tiruchirappalli",Power Electronics,G1,OPEN,677,598
1995,Round 1,"National Institute of Technology, Tiruchirappalli",VLSI System,G1,SC-PwD,272,272
1996,Round 1,"National Institute of Technology, Tiruchirappalli",VLSI System,G2,OPEN,799,706
1997,Round 1,"National Institute of Technology, Warangal",Materials and Manufacturing,G1,SC,286,276
1998,Round 1,"National Institute of Technology, Warangal",Biotechnology,G1,SC,454,387
1999,Round 1,"National Institute of Technology, Warangal",Biotechnology,G1,ST,254,254
2000,Round 1,"National Institute of Technology, Warangal",Control & Automation,G2,OPEN,384,384
2001,Round 1,"National Institute of Technology, Warangal",Geoinformatics,G1,OBC-NCL,468,385
2002,Round 1,"National Institute of Technology, Warangal",Machine Design,G1,EWS,566,566
2003,Round 1,"National Institute of Technology, Warangal",Manufacturing Engineering,G1,SC,392,293
2004,Round 1,"National Institute of Technology, Warangal",Power Systems Engineering,G1,ST,425,354
2005,Round 1,"National Institute of Technology, Warangal",Computer Science & Engineering,G1,ST,486,486
2006,Round 1,"National Institute of Technology, Warangal",Computer Integrated Manufacturing,G1,OPEN,522,438
2007,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Mechanical Engineering,G1,OPEN,444,387
2008,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Manufacturing Engineering,G1,ST,243,243
2009,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Structural Engineering,G1,OPEN,499,427
2010,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Urban Planning,G1,OPEN,575,491
2011,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Water Resource Engineering,G1,OPEN,363,350
2012,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Water Resource Engineering,G1,SC,277,275
2013,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Construction Technology and Management,G1,EWS,442,412
2014,Round 1,"National Institute of Technology, Rourkela",Energy and Environmental Engineering,G3,OPEN,391,391
2015,Round 1,"National Institute of Technology, Rourkela",Energy and Environmental Engineering,G3,SC,291,283
2016,Round 1,"National Institute of Technology, Rourkela",Electronic Systems & Communication,G1,ST,323,291
2017,Round 1,"National Institute of Technology, Rourkela",Industrial Design,G2,OBC-NCL,399,399
2018,Round 1,"National Institute of Technology, Rourkela",Mining Engineering,G2,ST,284,284
2019,Round 1,"National Institute of Technology, Rourkela",Power System Engineering,G1,ST,311,303
2020,Round 1,"National Institute of Technology, Rourkela",Software Engineering,G1,OPEN,701,671
2021,Round 1,"National Institute of Technology, Rourkela",Structural Engineering,G1,SC,370,355
2022,Round 1,"National Institute of Technology, Rourkela",Transportation Engineering,G1,OPEN,556,419
2023,Round 1,"National Institute of Technology, Rourkela",Thermal Engineering,G3,ST,248,248
2024,Round 1,"National Institute of Technology, Rourkela",VLSI Design & Embedded Systems,G1,OPEN-PwD,342,342
2025,Round 1,"National Institute of Technology, Rourkela",VLSI Design & Embedded Systems,G1,SC,526,480
2026,Round 1,"National Institute of Technology, Rourkela",Computer Science,G1,EWS,718,718
2027,Round 1,"National Institute of Technology, Silchar",Design & Manufacturing,G1,OBC-NCL,335,311
2028,Round 1,"National Institute of Technology, Silchar",Microelectronics & VLSI Design,G1,EWS,469,467
2029,Round 1,"National Institute of Technology, Silchar",Power & Energy Systems Engineering,G1,OBC-NCL,354,346
2030,Round 1,"National Institute of Technology, Srinagar",Electrical Power and Energy System,G1,OBC-NCL,346,336
2031,Round 1,"National Institute of Technology, Srinagar",Electrical Power and Energy System,G1,EWS,322,322
2032,Round 1,"National Institute of Technology, Srinagar",Communication & Signal Processing,G1,ST,268,268
2033,Round 1,"National Institute of Technology, Srinagar",Transportation Engineering & Planning,G1,OPEN,435,389
2034,Round 1,"National Institute of Technology, Srinagar",Water Resources Engineering,G1,ST,247,247
2035,Round 1,"National Institute of Technology, Tiruchirappalli",Environmental Engineering,G1,OBC-NCL,495,473
2036,Round 1,"National Institute of Technology, Tiruchirappalli",Environmental Engineering,G1,EWS,400,393
2037,Round 1,"National Institute of Technology, Tiruchirappalli",Energy Engineering,G2,OBC-NCL,425,413
2038,Round 1,"National Institute of Technology, Tiruchirappalli",Energy Engineering,G2,EWS,401,401
2039,Round 1,"National Institute of Technology, Tiruchirappalli",Geotechnical Engineering,G1,OPEN,603,472
2040,Round 1,"National Institute of Technology, Tiruchirappalli",Industrial Automation,G3,OPEN,534,534
2041,Round 1,"National Institute of Technology, Tiruchirappalli",Material Science & Engineering,G1,ST,256,251
2042,Round 1,"National Institute of Technology, Tiruchirappalli",Structural Engineering,G1,EWS,532,503
2043,Round 1,National Institute of Technology Uttarakhand,Power System & Renewable Energy,G1,OBC-NCL,330,326
2044,Round 1,National Institute of Technology Uttarakhand,Structural Engineering,G1,ST,249,249
2045,Round 1,National Institute of Technology Uttarakhand,Transportation Engineering,G1,OPEN,352,352
2046,Round 1,"National Institute of Technology, Warangal",Materials and Manufacturing,G1,ST,269,269
2047,Round 1,"National Institute of Technology, Warangal",Advanced Communication Systems,G1,OPEN-PwD,231,231
2048,Round 1,"National Institute of Technology, Warangal",Construction Technology and Management,G1,OBC-NCL,507,487
2049,Round 1,"National Institute of Technology, Warangal",Power Electronics & Drives,G1,OBC-NCL,531,523
2050,Round 1,"National Institute of Technology, Warangal",Sustainable Energy Generation and Storage Technologies,G1,OPEN,451,377
2051,Round 1,"National Institute of Technology, Warangal",Thermal Engineering,G1,ST,276,255
2052,Round 1,"National Institute of Technology, Warangal",Computer Science & Engineering,G1,SC,671,589
2053,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Manufacturing Engineering,G1,SC,217,217
2054,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Power System,G1,OPEN,479,385
2055,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Turbo Machines,G1,OPEN,429,387
2056,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",CAD-CAM,G1,OPEN,400,352
2057,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Environmental Engineering,G1,OBC-NCL,364,351
2058,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Excavation Engineering,G1,ST,245,243
2059,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Heat Power Engineering,G1,OPEN,483,352
2060,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Materials Engineering,G1,EWS,312,312
2061,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Quantum Computing,G1,ST,256,248
2062,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (VLSI and Embedded System),G1,EWS,452,452
2063,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Mechanical Engineering (Armament and Combat Vehicles),G1,ST,236,236
2064,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Technology Management,G1,SC,278,258
2065,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Data Science,G1,SC,408,370
2066,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Renewable Energy,G1,EWS,342,342
2067,Round 1,"Central University of Punjab, Bathinda, Punjab",Computer Science & Technology,G1,OBC-NCL,420,398
2068,Round 1,"Guru Ghasidas Vishwavidyalaya, Bilaspur",Computer Science & Engineering,G1,ST,264,264
2069,Round 1,"Institute of Infrastructure, Technology, Research And Management, Ahmedabad",Civil Engineering,G1,OPEN,385,363
2070,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Aerodynamics and Flight Mechanics,G1,ST,380,380
2071,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Structures and Design,G1,EWS,511,511
2072,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Thermal and Propulsion,G1,OBC-NCL,490,441
2073,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Materials Science and Technology,G1,OBC-NCL,380,355
2074,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Quantum Technology,G1,ST,273,273
2075,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Manufacturing Technology,G1,OPEN,421,388
2076,Round 1,"National Institute of Technical Teachers Training & Research, Kolkata",Artificial Intelligence and Machine Learning with Pedagogy,G1,EWS,393,344
2077,Round 1,"National Institute of Technical Teacher’s Training and Research (NITTTR), Bhopal",Green Technology,G1,OPEN,389,389
2078,Round 1,"Jawaharlal Nehru University, New Delhi",Computer Science & Engineering,G1,SC,413,393
2079,Round 1,NIELIT Deemed to be University- Ropar,Cyber Forensics and Information Security,G2,EWS,385,364
2080,Round 1,NIELIT Deemed to be University- Ropar,IOT and Sensor Systems,G1,OPEN,366,350
2081,Round 1,NIELIT Deemed to be University- Ropar,Artificial Intelligence,G2,EWS,405,402
2082,Round 1,"National Institute of Electronics and Information Technology, Calicut",Electronics Design technology,G1,OPEN,631,471
2083,Round 1,"National Institute of Electronics and Information Technology, Calicut",Embedded Systems,G1,EWS,444,444
2084,Round 1,NIELIT Deemed to be University Itanagar,AI and Data Science,G2,SC,298,289
2085,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Materials Engineering,G1,OPEN,584,366
2086,Round 1,"Guru Ghasidas Vishwavidyalaya, Bilaspur",CAD/CAM-ROBOTICS,G1,SC,256,255
2087,Round 1,"Guru Ghasidas Vishwavidyalaya, Bilaspur",Computer Science & Engineering,G1,OBC-NCL,401,367
2088,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Control Systems,G1,SC,330,315
2089,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",RF and Microwave Engineering,G1,SC,340,325
2090,Round 1,NIELIT Deemed to be University- Ajmer,Artificial Intelligence & Data Science,G1,OPEN,496,397
2091,Round 1,NIELIT Deemed to be University- Gorakhpur,VLSI and Embedded Systems Design,G1,SC,267,267
2092,Round 1,National Institute of Technology Andhra Pradesh,Advanced Communication Systems and Signal Processing,G1,EWS,362,362
2093,Round 1,National Institute of Technology Andhra Pradesh,Geo-technical Engineering,G1,SC,295,295
2094,Round 1,National Institute of Technology Andhra Pradesh,Geo-technical Engineering,G1,ST,279,279
2095,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Biomedical Engineering,G1,SC,356,265
2096,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Aerospace Engineering,G1,EWS,388,369
2097,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Materials Science and Engineering,G1,OBC-NCL,303,303
2098,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Structural Engineering,G1,OPEN,414,352
2099,Round 1,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,IC Design and Technology,G1,OPEN,560,485
2100,Round 1,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Computer Science and Engineering,G1,SC,428,423
2101,Round 1,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Autonomous Systems and Machine Intelligence,G1,ST,260,260
2102,Round 1,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Information and Cyber Security,G1,SC,381,373
2103,Round 1,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Information Technology,G1,OPEN,585,559
2104,Round 1,"Indian Institute of Information Technology, Allahabad",M.Tech. ECE with specialization in Microelectronics,G1,EWS,506,502
2105,Round 1,"Indian Institute of Information Technology, Allahabad",M.Tech. ECE with specialization in Microelectronics,G1,OPEN-PwD,268,268
2106,Round 1,"Indian Institute of Information Technology, Allahabad",Dual Degree M.Tech. –PhD in ECE with specialization in Microelectronics,G1,OBC-NCL,385,385
2107,Round 1,"Indian Institute of Information Technology, Allahabad",Dual Degree M.Tech. - PhD in ECE with Specialization in Communication Engineering,G1,OBC-NCL,413,413
2108,Round 1,"Indian Institute of Information Technology, Allahabad","Dual Degree M.Tech. - Ph.D in IT with specialization in Machine Learning, Robotics and Human Computer Interaction Group",G1,EWS,445,445
2109,Round 1,"Indian Institute of Information Technology, Allahabad",M.Tech. IT with specialization in Network and Security Group,G1,OPEN,661,639
2110,Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Electronics and Communication Engineering with Specialization in RF and Microwave Engineering,G1,SC,299,291
2111,Round 1,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Manufacturing & Automation,G1,SC,287,287
2112,Round 1,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Communication & Signal Processing,G1,OBC-NCL,362,358
2113,Round 1,"Indian Institute of Information Technology , Kalyani",VLSI & Embedded Systems,G2,OPEN,452,423
2114,Round 1,"Indian Institute of Information Technology, Design and Manufacturing, Kurnool",M.Tech. Drones and IoT,G1,EWS,410,410
2115,Round 1,"Indian Institute of Information Technology, Design and Manufacturing, Kurnool",M.Tech. Drones and IoT,G1,SC,304,303
2116,Round 1,"Indian Institute of Information Technology, Design and Manufacturing, Kurnool",Computer Science & Engineering,G1,EWS,443,443
2117,Round 1,"Indian Institute of Information Technology, Design and Manufacturing, Kurnool",Artificial Intelligence & Data Science,G1,EWS,436,436
2118,Round 1,"Indian Institute of Information Technology, Kota",Electronics and Communication Engineering with specialization in Semiconductor Technology,G1,EWS,342,327
2119,Round 1,"Indian Institute of Information Technology, Bhopal",M.Tech in Data Science,G1,ST,276,276
2120,Round 1,"National Institute of Electronics and Information Technology, Aurangabad",Artificial Intelligence,G2,OBC-NCL,441,397
2121,Round 1,"National Institute of Advanced manufacturing Technology, Hatia, Ranchi",Industrial Metallurgy,G1,OPEN,356,356
2122,Round 1,Sant Longowal Institute of Engineering and Technology,Chemical Engineering,G1,OBC-NCL,317,317
2123,Round 1,Sant Longowal Institute of Engineering and Technology,Electronics and Communication Engineering,G1,OBC-NCL,325,325
2124,Round 1,Sant Longowal Institute of Engineering and Technology,Food Engineering & Technology,G1,SC,188,188
2125,Round 1,Sant Longowal Institute of Engineering and Technology,Food Engineering & Technology,G1,ST,230,230
2126,Round 1,Sant Longowal Institute of Engineering and Technology,VLSI Design,G1,OPEN,393,360
2127,Round 1,University of Hyderabad,Bioinformatics,G1,OPEN,718,493
2128,Round 1,"Punjab Engineering College, Chandigarh",Structural Engineering,G1,ST,273,273
2129,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (Signal Processing and AI),G1,OPEN,473,448
2130,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Materials Engineering,G1,SC,283,253
2131,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Environmental Engineering and Management,G1,SC,289,259
2132,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Advanced Manufacturing Technology,G1,OPEN,614,378
2133,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Communication Engineering & Signal Processing,G1,SC,338,306
2134,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Mechatronics,G1,SC,275,256
2135,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Machine Design,G1,OPEN,380,380
2136,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Transportation Engineering,G1,OBC-NCL,322,322
2137,Round 1,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Dual Degree Program M.Tech. (CSE) + Ph.D. in CSE,G1,SC,522,522
2138,Round 1,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Dual Degree Program M.Tech. (CSE) + Ph.D. in CSE,G1,ST,264,264
2139,Round 1,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Dual Degree Program M.Tech. (IT) + Ph.D. in IT,G1,SC,324,324
2140,Round 1,"Indian Institute of Information Technology, Allahabad","M.Tech. IT with specialization in Machine Learning, Robotics and Human Computer Interaction Group",G1,SC,568,460
2141,Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Electronics and Communication Engineering with Specialization in Communication Systems,G1,OBC-NCL,381,354
2142,Round 1,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Artificial Intelligence and Machine Learning,G1,EWS,536,523
2143,Round 1,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Mechatronics,G1,SC,323,323
2144,Round 1,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Manufacturing & Automation,G1,EWS,340,340
2145,Round 1,"Indian Institute of Information Technology, Lucknow",Computer Science,G1,SC,454,389
2146,Round 1,"Indian Institute of Information Technology, Design and Manufacturing, Kurnool",Computer Science and Engineering (Cyber Security),G1,OBC-NCL,443,430
2147,Round 1,"Indian Institute of Information Technology, Bhagalpur, Bihar",Artificial Intelligence & Data Science,G1,OBC-NCL,516,477
2148,Round 1,"Indian Institute of Information Technology, Kota",Electronics and Communication Engineering with specialization in Semiconductor Technology,G1,OPEN,412,370
2149,Round 1,"Indian Institute of Information Technology, Bhopal",M.Tech in Artificial Intelligence,G1,OPEN,627,548
2150,Round 1,"Indian Institute of Information Technology, Bhopal",M.Tech in Data Science,G1,OPEN,624,529
2151,Round 1,"National Institute of Electronics and Information Technology, Aurangabad",Embedded System and VLSI Design,G1,OBC-NCL,370,330
2152,Round 1,"Punjab Engineering College, Chandigarh",Computer Science & Information Security,G1,OPEN,540,519
2153,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Laser and Electro Optics,G1,OBC-NCL,375,373
2154,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Cyber Security,G1,OPEN,664,526
2155,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Automation and Robotics,G1,OBC-NCL,463,413
2156,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Sensor Technology,G1,OBC-NCL,405,386
2157,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Quantum Computing,G1,SC,352,338
2158,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (Radar and Communications),G1,OBC-NCL,409,377
2159,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Mechanical Engineering (Armament and Combat Vehicles),G1,OPEN,556,364
2160,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Mechanical Engineering (Armament and Combat Vehicles),G1,SC,290,238
2161,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Mechanical Engineering (Mechanical System Design),G1,OPEN,424,390
2162,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Modeling and Simulation,G1,OPEN,570,471
2163,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Data Science,G1,ST,273,271
2164,Round 1,"Central University of Punjab, Bathinda, Punjab",Computer Science and Engineering (Cyber Security),G1,EWS,400,400
2165,Round 1,"Institute of Infrastructure, Technology, Research And Management, Ahmedabad",Civil Engineering,G1,ST,250,250
2166,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Thermal and Propulsion,G1,ST,364,364
2167,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Control Systems,G1,OPEN,499,462
2168,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Materials Science and Technology,G1,SC,294,294
2169,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Master of Science in Astronomy and Astrophysics,G1,OBC-NCL,473,431
2170,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Earth System Science,G1,OPEN,452,429
2171,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Optical Engineering,G1,OPEN,510,440
2172,Round 1,"Sardar Patel University of Police, Security and Criminal Justice Jodhpur",Cyber Security,G1,OBC-NCL,443,370
2173,Round 1,"National Institute of Technical Teacher’s Training and Research (NITTTR), Bhopal",M. Tech. in VLSI & Microelectronics,G1,SC,330,271
2174,Round 1,"Jawaharlal Nehru University, New Delhi",Electronics and Communication Engineering,G1,EWS,354,325
2175,Round 1,NIELIT Deemed to be University- Ropar,Cyber Forensics and Information Security,G2,ST,197,197
2176,Round 1,NIELIT Deemed to be University- Ropar,Artificial Intelligence,G2,ST,249,249
2177,Round 1,Central University Of Kashmir,Structural Engineering,G1,OPEN,370,351
